,Ceftazidim,Ciprofloxacin,Gentamicin
12265,34.0,36.0,26.0
12266,34.0,35.0,25.0
12267,21.0,24.0,26.0
12268,34.0,34.0,26.0
12269,32.0,34.0,24.0
12270,32.0,36.0,24.0
12271,34.0,36.0,25.0
12272,32.0,33.0,24.0
12273,30.0,6.0,24.0
12274,32.0,6.0,6.0
12275,32.0,33.0,24.0
12276,32.0,35.0,23.0
12277,32.0,34.0,24.0
12278,31.0,32.0,25.0
12279,34.0,35.0,24.0
12280,32.0,34.0,24.0
12281,30.0,34.0,25.0
12282,33.0,35.0,23.0
12283,33.0,35.0,25.0
12284,35.0,35.0,23.0
12285,31.0,32.0,24.0
12286,33.0,42.0,22.0
12287,31.0,6.0,25.0
12288,31.0,32.0,23.0
12289,31.0,34.0,24.0
12290,21.0,6.0,10.0
12291,28.0,19.0,24.0
12292,27.0,33.0,23.0
12293,35.0,35.0,24.0
12294,30.0,34.0,26.0
12295,35.0,35.0,24.0
12296,31.0,33.0,23.0
12297,34.0,34.0,24.0
12298,34.0,34.0,24.0
12299,33.0,35.0,23.0
12300,35.0,36.0,23.0
12301,35.0,35.0,23.0
12302,35.0,36.0,26.0
12303,34.0,6.0,25.0
12304,34.0,34.0,24.0
12305,33.0,35.0,23.0
12306,35.0,35.0,25.0
12307,33.0,35.0,24.0
12308,31.0,32.0,23.0
12309,35.0,34.0,24.0
12310,32.0,32.0,23.0
12311,35.0,35.0,24.0
12312,35.0,34.0,23.0
12313,32.0,6.0,23.0
12314,36.0,36.0,24.0
12315,32.0,34.0,23.0
12316,32.0,34.0,24.0
12317,36.0,36.0,25.0
12318,36.0,36.0,24.0
12319,34.0,37.0,25.0
12320,32.0,34.0,25.0
12321,35.0,33.0,24.0
12322,36.0,34.0,24.0
12323,36.0,36.0,24.0
12324,32.0,35.0,24.0
12325,32.0,35.0,23.0
12326,32.0,34.0,25.0
12327,32.0,35.0,25.0
12328,35.0,36.0,24.0
12329,34.0,35.0,25.0
12330,36.0,36.0,24.0
12331,31.0,35.0,24.0
12332,35.0,40.0,27.0
12333,32.0,35.0,27.0
12334,34.0,35.0,24.0
12335,34.0,39.0,23.0
12336,33.0,38.0,25.0
12337,32.0,39.0,25.0
12338,33.0,40.0,24.0
12339,33.0,39.0,28.0
12340,35.0,7.0,25.0
12341,33.0,37.0,25.0
12342,34.0,37.0,25.0
12343,35.0,39.0,24.0
12344,34.0,36.0,27.0
12345,36.0,41.0,24.0
12346,35.0,41.0,22.0
12347,35.0,41.0,23.0
12348,35.0,39.0,23.0
12349,34.0,43.0,21.0
12350,36.0,41.0,25.0
12351,32.0,35.0,23.0
12352,34.0,39.0,23.0
12353,33.0,37.0,23.0
12354,33.0,36.0,21.0
12355,33.0,39.0,23.0
12356,34.0,39.0,24.0
12357,34.0,40.0,24.0
12358,31.0,39.0,23.0
12359,32.0,33.0,27.0
12360,34.0,41.0,23.0
12361,33.0,42.0,24.0
12362,34.0,41.0,25.0
12363,33.0,37.0,23.0
12364,33.0,35.0,22.0
12365,34.0,37.0,24.0
12366,34.0,39.0,23.0
12367,34.0,39.0,23.0
12368,34.0,23.0,23.0
12369,35.0,39.0,25.0
12370,33.0,39.0,24.0
12371,32.0,37.0,23.0
12372,29.0,37.0,24.0
12373,30.0,39.0,23.0
12374,33.0,36.0,23.0
12375,35.0,36.0,25.0
12376,29.0,7.0,23.0
12377,33.0,36.0,26.0
12378,33.0,38.0,27.0
12379,34.0,38.0,27.0
12380,30.0,38.0,27.0
12381,35.0,42.0,28.0
12382,34.0,40.0,28.0
12383,34.0,40.0,28.0
12384,28.0,40.0,24.0
12385,33.0,36.0,27.0
12386,32.0,27.0,27.0
12387,31.0,38.0,27.0
12388,34.0,40.0,28.0
12389,32.0,38.0,26.0
12390,35.0,30.0,27.0
12391,34.0,36.0,26.0
12392,33.0,32.0,27.0
12393,33.0,40.0,27.0
12394,35.0,40.0,27.0
12395,33.0,40.0,24.0
12396,33.0,40.0,27.0
12397,30.0,38.0,28.0
12398,32.0,38.0,27.0
12399,32.0,38.0,22.0
12400,32.0,36.0,27.0
12401,33.0,38.0,27.0
12402,35.0,38.0,28.0
12403,34.0,38.0,26.0
12404,36.0,37.0,26.0
12405,35.0,38.0,28.0
12406,35.0,30.0,27.0
12407,32.0,32.0,27.0
12408,32.0,40.0,28.0
12409,33.0,40.0,26.0
12410,33.0,42.0,27.0
12411,34.0,42.0,27.0
12412,35.0,40.0,28.0
12413,35.0,42.0,28.0
12414,30.0,38.0,28.0
12415,33.0,40.0,28.0
12416,34.0,42.0,29.0
12417,30.0,6.0,29.0
12418,29.0,40.0,26.0
12419,32.0,36.0,27.0
12420,33.0,40.0,22.0
12421,30.0,38.0,27.0
12422,34.0,38.0,28.0
12423,37.0,40.0,35.0
12424,32.0,40.0,26.0
12425,33.0,40.0,26.0
12426,33.0,38.0,30.0
12427,33.0,38.0,26.0
12428,33.0,36.0,28.0
12429,32.0,36.0,25.0
12430,30.0,38.0,28.0
12431,31.0,38.0,27.0
12432,33.0,36.0,27.0
12433,33.0,38.0,28.0
12434,32.0,36.0,27.0
12435,34.0,42.0,27.0
12436,32.0,38.0,26.0
12437,10.0,6.0,13.0
12438,20.0,40.0,27.0
12439,31.0,38.0,26.0
12440,30.0,38.0,27.0
12441,30.0,36.0,26.0
12442,31.0,36.0,25.0
12443,31.0,35.0,27.0
12444,33.0,40.0,26.0
12445,33.0,40.0,26.0
12446,30.0,36.0,27.0
12447,31.0,38.0,26.0
12448,38.0,17.0,16.0
12449,33.0,38.0,28.0
12450,34.0,40.0,28.0
12451,32.0,31.0,26.0
12452,32.0,39.0,27.0
12453,25.0,39.0,27.0
12454,36.0,40.0,27.0
12455,34.0,35.0,28.0
12456,35.0,41.0,28.0
12457,37.0,41.0,27.0
12458,32.0,38.0,28.0
12459,33.0,40.0,26.0
12460,34.0,38.0,27.0
12461,31.0,38.0,27.0
12462,32.0,40.0,26.0
12463,33.0,37.0,27.0
12464,34.0,40.0,26.0
12465,34.0,36.0,26.0
12466,30.0,40.0,26.0
12467,34.0,39.0,28.0
12468,32.0,39.0,26.0
12469,33.0,37.0,27.0
12470,32.0,38.0,27.0
12471,34.0,39.0,26.0
12472,30.0,37.0,26.0
12473,33.0,39.0,25.0
12474,32.0,38.0,26.0
12475,32.0,38.0,25.0
12476,36.0,40.0,25.0
12477,35.0,40.0,26.0
12478,30.0,6.0,27.0
12479,38.0,41.0,28.0
12480,33.0,40.0,28.0
12481,32.0,41.0,28.0
12482,34.0,42.0,26.0
12483,33.0,39.0,28.0
12484,35.0,40.0,27.0
12485,32.0,40.0,27.0
12486,33.0,38.0,26.0
12487,32.0,6.0,25.0
12488,31.0,33.0,24.0
12489,35.0,36.0,25.0
12490,35.0,36.0,25.0
12491,32.0,36.0,23.0
12492,28.0,32.0,22.0
12493,32.0,28.0,24.0
12494,32.0,35.0,24.0
12495,32.0,37.0,23.0
12496,34.0,33.0,24.0
12497,30.0,35.0,21.0
12498,30.0,32.0,23.0
12499,31.0,35.0,23.0
12500,34.0,34.0,23.0
12501,34.0,34.0,24.0
12502,32.0,32.0,23.0
12503,34.0,34.0,24.0
12504,35.0,37.0,22.0
12505,34.0,39.0,22.0
12506,35.0,36.0,25.0
12507,31.0,34.0,22.0
12508,34.0,36.0,24.0
12509,33.0,33.0,24.0
12510,33.0,33.0,24.0
12511,36.0,39.0,23.0
12512,35.0,36.0,25.0
12513,35.0,30.0,24.0
12514,32.0,34.0,25.0
12515,36.0,39.0,26.0
12516,35.0,37.0,24.0
12517,34.0,35.0,26.0
12518,32.0,32.0,23.0
12519,38.0,6.0,24.0
12520,35.0,40.0,23.0
12521,33.0,36.0,23.0
12522,32.0,36.0,24.0
12523,34.0,37.0,24.0
12524,35.0,39.0,24.0
12525,32.0,40.0,24.0
12526,34.0,37.0,25.0
12527,35.0,36.0,24.0
12528,34.0,39.0,24.0
12529,33.0,40.0,24.0
12530,34.0,38.0,24.0
12531,33.0,37.0,25.0
12532,33.0,35.0,23.0
12533,36.0,13.0,25.0
12534,30.0,34.0,23.0
12535,32.0,40.0,25.0
12536,34.0,37.0,25.0
12537,33.0,38.0,25.0
12538,32.0,35.0,25.0
12539,34.0,39.0,24.0
12540,32.0,32.0,22.0
12541,34.0,35.0,8.0
12542,34.0,35.0,8.0
12543,36.0,36.0,24.0
12544,34.0,39.0,24.0
12545,30.0,32.0,22.0
12546,30.0,32.0,22.0
12547,30.0,35.0,23.0
12548,32.0,36.0,9.0
12549,30.0,35.0,24.0
12550,35.0,38.0,22.0
12551,32.0,34.0,23.0
12552,35.0,35.0,22.0
12553,35.0,40.0,24.0
12554,35.0,36.0,24.0
12555,35.0,35.0,23.0
12556,37.0,36.0,23.0
12557,33.0,35.0,24.0
12558,35.0,38.0,23.0
12559,35.0,37.0,24.0
12560,34.0,35.0,23.0
12561,18.0,10.0,23.0
12562,18.0,10.0,23.0
12563,30.0,34.0,23.0
12564,30.0,34.0,23.0
12565,30.0,6.0,24.0
12566,33.0,38.0,24.0
12567,32.0,34.0,24.0
12568,32.0,35.0,24.0
12569,33.0,39.0,28.0
12570,32.0,34.0,24.0
12571,33.0,34.0,24.0
12572,34.0,37.0,24.0
12573,35.0,36.0,24.0
12574,32.0,35.0,25.0
12575,38.0,40.0,24.0
12576,31.0,35.0,24.0
12577,36.0,35.0,25.0
12578,36.0,35.0,25.0
12579,31.0,35.0,22.0
12580,32.0,38.0,26.0
12581,32.0,34.0,24.0
12582,32.0,30.0,25.0
12583,33.0,36.0,25.0
12584,35.0,32.0,23.0
12585,30.0,32.0,22.0
12586,33.0,36.0,22.0
12587,33.0,34.0,23.0
12588,25.0,29.0,23.0
12589,30.0,6.0,22.0
12590,34.0,28.0,26.0
12591,33.0,35.0,24.0
12592,30.0,34.0,25.0
12593,29.0,35.0,23.0
12594,32.0,34.0,25.0
12595,35.0,36.0,25.0
12596,34.0,37.0,22.0
12597,34.0,34.0,25.0
12598,36.0,28.0,25.0
12599,33.0,26.0,25.0
12600,35.0,35.0,26.0
12601,35.0,35.0,26.0
12602,31.0,6.0,24.0
12603,34.0,39.0,27.0
12604,34.0,39.0,27.0
12605,32.0,27.0,25.0
12606,32.0,27.0,25.0
12607,34.0,34.0,23.0
12608,19.0,6.0,23.0
12609,33.0,33.0,24.0
12610,33.0,33.0,24.0
12611,29.0,6.0,22.0
12612,31.0,25.0,24.0
12613,34.0,35.0,24.0
12614,30.0,33.0,23.0
12615,32.0,35.0,23.0
12616,32.0,34.0,23.0
12617,30.0,34.0,24.0
12618,32.0,33.0,23.0
12619,36.0,38.0,24.0
12620,30.0,34.0,23.0
12621,32.0,34.0,23.0
12622,33.0,33.0,23.0
12623,33.0,33.0,23.0
12624,31.0,34.0,24.0
12625,31.0,34.0,24.0
12626,28.0,32.0,24.0
12627,31.0,34.0,25.0
12628,29.0,36.0,25.0
12629,31.0,35.0,24.0
12630,32.0,33.0,24.0
12631,32.0,33.0,24.0
12632,32.0,32.0,24.0
12633,34.0,32.0,22.0
12634,31.0,35.0,24.0
12635,31.0,32.0,22.0
12636,32.0,34.0,24.0
12637,32.0,31.0,24.0
12638,32.0,34.0,26.0
12639,29.0,35.0,23.0
12640,29.0,35.0,23.0
12641,31.0,32.0,24.0
12642,30.0,38.0,24.0
12643,33.0,35.0,23.0
12644,31.0,32.0,25.0
12645,30.0,32.0,23.0
12646,33.0,33.0,25.0
12647,30.0,35.0,24.0
12648,30.0,31.0,24.0
12649,31.0,38.0,23.0
12650,30.0,31.0,22.0
12651,30.0,31.0,22.0
12652,33.0,31.0,24.0
12653,33.0,36.0,25.0
12654,33.0,36.0,25.0
12655,32.0,36.0,21.0
12656,32.0,33.0,24.0
12657,34.0,34.0,26.0
12658,36.0,34.0,25.0
12659,31.0,35.0,24.0
12660,40.0,32.0,29.0
12661,30.0,31.0,23.0
12662,32.0,33.0,24.0
12663,35.0,34.0,24.0
12664,36.0,36.0,26.0
12665,34.0,34.0,25.0
12666,36.0,36.0,26.0
12667,35.0,36.0,26.0
12668,35.0,36.0,24.0
12669,36.0,27.0,6.0
12670,34.0,36.0,24.0
12671,35.0,36.0,25.0
12672,35.0,38.0,23.0
12673,33.0,33.0,25.0
12674,32.0,33.0,22.0
12675,35.0,38.0,24.0
12676,32.0,6.0,6.0
12677,34.0,6.0,6.0
12678,30.0,31.0,23.0
12679,35.0,39.0,28.0
12680,24.0,22.0,23.0
12681,30.0,31.0,26.0
12682,34.0,35.0,22.0
12683,32.0,32.0,22.0
12684,34.0,35.0,24.0
12685,33.0,34.0,23.0
12686,36.0,35.0,23.0
12687,33.0,35.0,24.0
12688,32.0,32.0,22.0
12689,37.0,37.0,22.0
12690,35.0,36.0,22.0
12691,37.0,34.0,24.0
12692,35.0,38.0,24.0
12693,28.0,6.0,6.0
12694,31.0,29.0,22.0
12695,34.0,34.0,24.0
12696,36.0,35.0,23.0
12697,33.0,24.0,6.0
12698,35.0,36.0,24.0
12699,33.0,34.0,22.0
12700,33.0,34.0,22.0
12701,32.0,33.0,22.0
12702,37.0,37.0,24.0
12703,33.0,33.0,21.0
12704,32.0,6.0,6.0
12705,40.0,45.0,28.0
12706,31.0,38.0,27.0
12707,33.0,39.0,28.0
12708,30.0,37.0,26.0
12709,30.0,38.0,24.0
12710,32.0,37.0,25.0
12711,33.0,35.0,26.0
12712,31.0,34.0,26.0
12713,31.0,39.0,28.0
12714,32.0,6.0,26.0
12715,31.0,36.0,26.0
12716,32.0,38.0,25.0
12717,28.0,36.0,25.0
12718,32.0,34.0,23.0
12719,28.0,25.0,25.0
12720,29.0,35.0,24.0
12721,33.0,36.0,24.0
12722,30.0,30.0,25.0
12723,32.0,37.0,24.0
12724,30.0,37.0,24.0
12725,28.0,35.0,26.0
12726,31.0,34.0,25.0
12727,31.0,36.0,25.0
12728,29.0,35.0,24.0
12729,28.0,36.0,25.0
12730,30.0,34.0,22.0
12731,31.0,37.0,24.0
12732,27.0,36.0,27.0
12733,30.0,33.0,24.0
12734,31.0,34.0,25.0
12735,32.0,36.0,26.0
12736,30.0,36.0,15.0
12737,37.0,39.0,26.0
12738,36.0,43.0,27.0
12739,30.0,36.0,26.0
12740,30.0,37.0,26.0
12741,30.0,36.0,27.0
12742,31.0,35.0,25.0
12743,30.0,34.0,26.0
12744,31.0,30.0,26.0
12745,37.0,44.0,26.0
12746,31.0,36.0,26.0
12747,31.0,34.0,26.0
12748,33.0,38.0,23.0
12749,32.0,37.0,27.0
12750,30.0,37.0,30.0
12751,32.0,37.0,30.0
12752,32.0,8.0,26.0
12753,33.0,38.0,26.0
12754,36.0,40.0,27.0
12755,34.0,39.0,29.0
12756,30.0,35.0,26.0
12757,31.0,38.0,26.0
12758,33.0,37.0,23.0
12759,32.0,38.0,26.0
12760,34.0,39.0,27.0
12761,33.0,38.0,27.0
12762,36.0,40.0,26.0
12763,32.0,36.0,26.0
12764,32.0,41.0,27.0
12765,32.0,41.0,25.0
12766,33.0,39.0,28.0
12767,34.0,40.0,29.0
12768,34.0,40.0,29.0
12769,34.0,39.0,25.0
12770,34.0,38.0,26.0
12771,35.0,40.0,24.0
12772,34.0,40.0,27.0
12773,33.0,38.0,26.0
12774,31.0,38.0,27.0
12775,34.0,38.0,26.0
12776,34.0,40.0,27.0
12777,34.0,39.0,32.0
12778,31.0,39.0,24.0
12779,34.0,39.0,26.0
12780,34.0,40.0,25.0
12781,33.0,39.0,26.0
12782,30.0,36.0,25.0
12783,30.0,31.0,27.0
12784,29.0,38.0,26.0
12785,34.0,38.0,28.0
12786,31.0,38.0,26.0
12787,34.0,40.0,26.0
12788,36.0,39.0,26.0
12789,30.0,37.0,26.0
12790,32.0,40.0,26.0
12791,32.0,37.0,28.0
12792,34.0,40.0,27.0
12793,32.0,36.0,26.0
12794,32.0,37.0,28.0
12795,31.0,38.0,26.0
12796,32.0,38.0,25.0
12797,30.0,37.0,25.0
12798,32.0,36.0,25.0
12799,34.0,36.0,24.0
12800,34.0,36.0,24.0
12801,33.0,37.0,26.0
12802,33.0,34.0,24.0
12803,32.0,36.0,25.0
12804,34.0,35.0,25.0
12805,31.0,34.0,26.0
12806,32.0,35.0,25.0
12807,31.0,37.0,26.0
12808,31.0,35.0,25.0
12809,36.0,38.0,29.0
12810,34.0,38.0,27.0
12811,31.0,35.0,26.0
12812,31.0,37.0,26.0
12813,35.0,43.0,28.0
12814,34.0,37.0,27.0
12815,32.0,36.0,26.0
12816,31.0,35.0,26.0
12817,31.0,36.0,25.0
12818,30.0,37.0,22.0
12819,32.0,36.0,26.0
12820,26.0,34.0,26.0
12821,35.0,37.0,26.0
12822,30.0,28.0,26.0
12823,32.0,38.0,26.0
12824,28.0,35.0,27.0
12825,29.0,34.0,25.0
12826,30.0,25.0,26.0
12827,31.0,35.0,25.0
12828,30.0,37.0,26.0
12829,32.0,37.0,26.0
12830,29.0,38.0,26.0
12831,31.0,35.0,27.0
12832,31.0,36.0,10.0
12833,32.0,37.0,26.0
12834,30.0,36.0,26.0
12835,34.0,40.0,29.0
12836,32.0,36.0,26.0
12837,31.0,8.0,24.0
12838,35.0,36.0,25.0
12839,34.0,38.0,27.0
12840,30.0,36.0,24.0
12841,31.0,37.0,26.0
12842,32.0,38.0,25.0
12843,31.0,38.0,24.0
12844,31.0,6.0,25.0
12845,31.0,6.0,25.0
12846,29.0,36.0,26.0
12847,29.0,36.0,26.0
12848,33.0,39.0,26.0
12849,30.0,26.0,17.0
12850,31.0,35.0,26.0
12851,32.0,36.0,27.0
12852,31.0,36.0,26.0
12853,31.0,38.0,26.0
12854,30.0,34.0,26.0
12855,34.0,38.0,26.0
12856,29.0,37.0,25.0
12857,30.0,34.0,26.0
12858,31.0,38.0,26.0
12859,32.0,39.0,26.0
12860,29.0,32.0,25.0
12861,30.0,38.0,27.0
12862,30.0,39.0,26.0
12863,30.0,36.0,25.0
12864,31.0,39.0,27.0
12865,32.0,36.0,25.0
12866,30.0,25.0,25.0
12867,32.0,38.0,25.0
12868,36.0,38.0,25.0
12869,31.0,36.0,25.0
12870,31.0,35.0,25.0
12871,26.0,6.0,23.0
12872,32.0,35.0,26.0
12873,30.0,36.0,26.0
12874,34.0,38.0,26.0
12875,33.0,38.0,26.0
12876,32.0,35.0,26.0
12877,28.0,35.0,25.0
12878,32.0,38.0,26.0
12879,31.0,36.0,26.0
12880,30.0,36.0,25.0
12881,31.0,34.0,23.0
12882,31.0,36.0,25.0
12883,30.0,34.0,24.0
12884,29.0,35.0,26.0
12885,15.0,40.0,26.0
12886,30.0,36.0,26.0
12887,30.0,36.0,25.0
12888,30.0,36.0,25.0
12889,32.0,36.0,25.0
12890,31.0,38.0,27.0
12891,32.0,39.0,26.0
12892,33.0,38.0,26.0
12893,31.0,36.0,26.0
12894,22.0,6.0,26.0
12895,31.0,36.0,26.0
12896,31.0,36.0,27.0
12897,32.0,39.0,26.0
12898,30.0,33.0,27.0
12899,30.0,36.0,26.0
12900,31.0,38.0,24.0
12901,30.0,34.0,26.0
12902,31.0,34.0,26.0
12903,38.0,40.0,25.0
12904,36.0,36.0,27.0
12905,30.0,36.0,26.0
12906,33.0,38.0,25.0
12907,30.0,34.0,26.0
12908,32.0,38.0,26.0
12909,29.0,34.0,25.0
12910,30.0,36.0,26.0
12911,33.0,30.0,26.0
12912,29.0,34.0,24.0
12913,30.0,35.0,26.0
12914,30.0,36.0,26.0
12915,30.0,36.0,25.0
12916,32.0,36.0,28.0
12917,30.0,38.0,26.0
12918,32.0,38.0,25.0
12919,32.0,39.0,26.0
12920,32.0,38.0,25.0
12921,29.0,35.0,25.0
12922,31.0,38.0,26.0
12923,31.0,35.0,26.0
12924,33.0,36.0,25.0
12925,30.0,35.0,26.0
12926,30.0,38.0,24.0
12927,27.0,32.0,24.0
12928,32.0,36.0,26.0
12929,34.0,42.0,26.0
12930,31.0,34.0,25.0
12931,34.0,40.0,26.0
12932,33.0,35.0,26.0
12933,30.0,34.0,25.0
12934,30.0,35.0,25.0
12935,31.0,36.0,27.0
12936,33.0,38.0,28.0
12937,30.0,37.0,26.0
12938,33.0,38.0,27.0
12939,28.0,36.0,25.0
12940,35.0,40.0,26.0
12941,35.0,31.0,26.0
12942,31.0,36.0,25.0
12943,25.0,12.0,10.0
12944,30.0,34.0,27.0
12945,30.0,36.0,28.0
12946,30.0,36.0,27.0
12947,30.0,28.0,28.0
12948,26.0,6.0,17.0
12949,28.0,34.0,26.0
12950,32.0,36.0,26.0
12951,30.0,35.0,26.0
12952,30.0,34.0,27.0
12953,30.0,36.0,27.0
12954,30.0,24.0,15.0
12955,30.0,36.0,28.0
12956,32.0,36.0,28.0
12957,31.0,38.0,28.0
12958,28.0,24.0,15.0
12959,32.0,36.0,26.0
12960,28.0,36.0,27.0
12961,33.0,38.0,27.0
12962,32.0,37.0,28.0
12963,36.0,39.0,28.0
12964,33.0,38.0,28.0
12965,32.0,37.0,27.0
12966,32.0,38.0,28.0
12967,29.0,37.0,27.0
12968,30.0,34.0,27.0
12969,32.0,39.0,16.0
12970,32.0,39.0,26.0
12971,32.0,37.0,26.0
12972,32.0,36.0,27.0
12973,32.0,38.0,27.0
12974,32.0,36.0,26.0
12975,34.0,38.0,26.0
12976,30.0,37.0,25.0
12977,32.0,39.0,29.0
12978,32.0,37.0,28.0
12979,32.0,38.0,27.0
12980,33.0,29.0,27.0
12981,31.0,37.0,28.0
12982,32.0,35.0,26.0
12983,32.0,35.0,28.0
12984,32.0,37.0,28.0
12985,30.0,38.0,26.0
12986,31.0,6.0,27.0
12987,34.0,8.0,27.0
12988,32.0,29.0,28.0
12989,34.0,39.0,27.0
12990,31.0,38.0,25.0
12991,30.0,37.0,25.0
12992,30.0,38.0,26.0
12993,31.0,36.0,28.0
12994,30.0,37.0,27.0
12995,32.0,38.0,28.0
12996,30.0,27.0,27.0
12997,34.0,30.0,27.0
12998,32.0,36.0,25.0
12999,31.0,37.0,25.0
13000,31.0,38.0,27.0
13001,30.0,12.0,28.0
13002,32.0,37.0,27.0
13003,32.0,38.0,25.0
13004,30.0,37.0,25.0
13005,31.0,36.0,26.0
13006,30.0,35.0,27.0
13007,30.0,37.0,27.0
13008,31.0,36.0,26.0
13009,30.0,35.0,26.0
13010,33.0,39.0,26.0
13011,34.0,39.0,27.0
13012,31.0,28.0,26.0
13013,30.0,36.0,26.0
13014,32.0,37.0,26.0
13015,34.0,38.0,25.0
13016,29.0,34.0,26.0
13017,33.0,38.0,28.0
13018,27.0,35.0,26.0
13019,31.0,39.0,26.0
13020,30.0,38.0,28.0
13021,31.0,38.0,28.0
13022,29.0,37.0,27.0
13023,32.0,37.0,27.0
13024,32.0,37.0,26.0
13025,30.0,35.0,25.0
13026,32.0,38.0,26.0
13027,33.0,39.0,26.0
13028,33.0,40.0,26.0
13029,32.0,37.0,26.0
13030,32.0,6.0,15.0
13031,34.0,39.0,28.0
13032,30.0,38.0,27.0
13033,30.0,37.0,28.0
13034,30.0,37.0,26.0
13035,33.0,39.0,23.0
13036,32.0,36.0,26.0
13037,32.0,37.0,27.0
13038,31.0,39.0,27.0
13039,33.0,36.0,25.0
13040,33.0,36.0,26.0
13041,31.0,35.0,28.0
13042,32.0,26.0,28.0
13043,31.0,38.0,28.0
13044,30.0,37.0,27.0
13045,33.0,38.0,28.0
13046,32.0,38.0,27.0
13047,29.0,36.0,27.0
13048,32.0,36.0,26.0
13049,30.0,34.0,26.0
13050,32.0,36.0,26.0
13051,31.0,35.0,25.0
13052,34.0,37.0,27.0
13053,27.0,6.0,15.0
13054,34.0,37.0,29.0
13055,30.0,39.0,30.0
13056,39.0,39.0,26.0
13057,34.0,40.0,28.0
13058,33.0,41.0,28.0
13059,32.0,38.0,26.0
13060,30.0,44.0,26.0
13061,31.0,39.0,27.0
13062,32.0,39.0,27.0
13063,32.0,39.0,27.0
13064,35.0,40.0,25.0
13065,33.0,39.0,26.0
13066,34.0,38.0,25.0
13067,36.0,44.0,26.0
13068,32.0,39.0,28.0
13069,37.0,41.0,27.0
13070,33.0,39.0,26.0
13071,33.0,38.0,25.0
13072,32.0,38.0,26.0
13073,34.0,42.0,30.0
13074,30.0,38.0,24.0
13075,32.0,6.0,16.0
13076,34.0,40.0,23.0
13077,34.0,40.0,26.0
13078,34.0,40.0,26.0
13079,29.0,11.0,24.0
13080,30.0,38.0,26.0
13081,33.0,38.0,26.0
13082,31.0,39.0,26.0
13083,36.0,41.0,26.0
13084,34.0,42.0,28.0
13085,34.0,39.0,27.0
13086,30.0,6.0,27.0
13087,31.0,42.0,29.0
13088,34.0,40.0,28.0
13089,31.0,6.0,28.0
13090,29.0,37.0,26.0
13091,12.0,6.0,14.0
13092,33.0,39.0,27.0
13093,31.0,36.0,26.0
13094,31.0,35.0,26.0
13095,32.0,40.0,26.0
13096,36.0,43.0,27.0
13097,31.0,6.0,28.0
13098,36.0,40.0,26.0
13099,32.0,40.0,26.0
13100,29.0,36.0,26.0
13101,31.0,30.0,26.0
13102,30.0,33.0,23.0
13103,31.0,38.0,27.0
13104,12.0,6.0,26.0
13105,29.0,30.0,26.0
13106,30.0,35.0,27.0
13107,28.0,32.0,27.0
13108,31.0,37.0,28.0
13109,30.0,36.0,27.0
13110,30.0,36.0,27.0
13111,30.0,36.0,26.0
13112,31.0,36.0,26.0
13113,30.0,38.0,27.0
13114,30.0,35.0,26.0
13115,28.0,33.0,27.0
13116,30.0,38.0,26.0
13117,33.0,37.0,25.0
13118,32.0,6.0,28.0
13119,32.0,39.0,25.0
13120,34.0,41.0,28.0
13121,32.0,40.0,26.0
13122,32.0,42.0,27.0
13123,33.0,41.0,28.0
13124,13.0,12.0,28.0
13125,32.0,38.0,26.0
13126,32.0,39.0,26.0
13127,32.0,29.0,27.0
13128,35.0,40.0,27.0
13129,33.0,42.0,30.0
13130,33.0,39.0,28.0
13131,32.0,39.0,26.0
13132,34.0,30.0,28.0
13133,33.0,31.0,26.0
13134,32.0,36.0,26.0
13135,34.0,40.0,26.0
13136,33.0,41.0,27.0
13137,30.0,30.0,28.0
13138,34.0,33.0,26.0
13139,33.0,40.0,26.0
13140,33.0,39.0,27.0
13141,32.0,40.0,26.0
13142,33.0,40.0,25.0
13143,33.0,38.0,26.0
13144,31.0,38.0,26.0
13145,31.0,38.0,25.0
13146,34.0,37.0,26.0
13147,33.0,38.0,27.0
13148,33.0,40.0,26.0
13149,35.0,45.0,28.0
13150,33.0,38.0,28.0
13151,30.0,38.0,28.0
13152,30.0,35.0,25.0
13153,31.0,39.0,24.0
13154,32.0,36.0,24.0
13155,29.0,38.0,25.0
13156,32.0,40.0,26.0
13157,34.0,41.0,26.0
13158,34.0,39.0,26.0
13159,26.0,34.0,28.0
13160,26.0,30.0,20.0
13161,28.0,6.0,7.0
13162,28.0,6.0,6.0
13163,27.0,32.0,20.0
13164,26.0,31.0,21.0
13165,27.0,33.0,21.0
13166,28.0,35.0,21.0
13167,27.0,32.0,21.0
13168,29.0,34.0,22.0
13169,26.0,31.0,19.0
13170,24.0,29.0,18.0
13171,27.0,31.0,20.0
13172,28.0,34.0,20.0
13173,26.0,33.0,19.0
13174,26.0,33.0,19.0
13175,28.0,33.0,19.0
13176,27.0,35.0,22.0
13177,28.0,33.0,21.0
13178,26.0,30.0,20.0
13179,26.0,34.0,19.0
13180,26.0,32.0,20.0
13181,28.0,34.0,18.0
13182,27.0,35.0,21.0
13183,26.0,25.0,20.0
13184,26.0,28.0,20.0
13185,28.0,35.0,20.0
13186,26.0,23.0,6.0
13187,25.0,32.0,20.0
13188,28.0,35.0,22.0
13189,28.0,35.0,20.0
13190,26.0,33.0,20.0
13191,26.0,31.0,20.0
13192,29.0,35.0,20.0
13193,28.0,33.0,20.0
13194,27.0,32.0,20.0
13195,29.0,35.0,21.0
