,Ceftazidim,Ciprofloxacin,Gentamicin
16811,26.0,33.0,21.0
16812,28.0,33.0,21.0
16813,27.0,38.0,20.0
16814,23.0,28.0,20.0
16815,27.0,32.0,20.0
16816,25.0,30.0,20.0
16817,29.0,32.0,23.0
16818,26.0,36.0,22.0
16819,18.0,23.0,6.0
16820,26.0,34.0,22.0
16821,27.0,33.0,24.0
16822,29.0,36.0,23.0
16823,26.0,36.0,22.0
16824,25.0,6.0,22.0
16825,27.0,6.0,22.0
16826,26.0,36.0,23.0
16827,26.0,33.0,23.0
16828,26.0,36.0,22.0
16829,26.0,34.0,22.0
16830,28.0,35.0,23.0
16831,29.0,27.0,22.0
16832,25.0,30.0,22.0
16833,25.0,30.0,22.0
16834,25.0,35.0,21.0
16835,29.0,35.0,24.0
16836,26.0,32.0,22.0
16837,26.0,31.0,22.0
16838,26.0,32.0,21.0
16839,28.0,31.0,21.0
16840,25.0,30.0,22.0
16841,25.0,31.0,22.0
16842,28.0,38.0,24.0
16843,28.0,36.0,24.0
16844,28.0,26.0,20.0
16845,26.0,37.0,22.0
16846,23.0,32.0,23.0
16847,26.0,34.0,21.0
16848,30.0,8.0,6.0
16849,26.0,28.0,22.0
16850,28.0,30.0,22.0
16851,28.0,26.0,21.0
16852,26.0,6.0,24.0
16853,25.0,36.0,22.0
16854,27.0,35.0,23.0
16855,28.0,33.0,21.0
16856,28.0,33.0,23.0
16857,27.0,30.0,22.0
16858,28.0,33.0,23.0
16859,29.0,35.0,20.0
16860,32.0,37.0,19.0
16861,25.0,34.0,20.0
16862,26.0,35.0,20.0
16863,8.0,36.0,20.0
16864,26.0,36.0,19.0
16865,27.0,28.0,20.0
16866,27.0,40.0,20.0
16867,28.0,10.0,19.0
16868,30.0,45.0,22.0
16869,27.0,36.0,19.0
16870,31.0,13.0,20.0
16871,28.0,40.0,22.0
16872,26.0,33.0,21.0
16873,26.0,31.0,19.0
16874,28.0,29.0,20.0
16875,28.0,39.0,20.0
16876,25.0,31.0,19.0
16877,27.0,38.0,22.0
16878,25.0,31.0,21.0
16879,26.0,31.0,20.0
16880,27.0,36.0,20.0
16881,22.0,23.0,20.0
16882,27.0,30.0,18.0
16883,26.0,31.0,18.0
16884,27.0,33.0,19.0
16885,28.0,30.0,22.0
16886,19.0,6.0,6.0
16887,6.0,6.0,7.0
16888,25.0,29.0,18.0
16889,25.0,38.0,19.0
16890,24.0,26.0,6.0
16891,25.0,38.0,18.0
16892,26.0,22.0,20.0
16893,28.0,32.0,20.0
16894,26.0,31.0,18.0
16895,26.0,30.0,18.0
16896,25.0,31.0,18.0
16897,27.0,38.0,20.0
16898,26.0,32.0,18.0
16899,25.0,30.0,19.0
16900,25.0,7.0,18.0
16901,14.0,6.0,18.0
16902,22.0,6.0,7.0
16903,24.0,30.0,19.0
16904,23.0,22.0,18.0
16905,26.0,38.0,19.0
16906,26.0,37.0,21.0
16907,24.0,27.0,20.0
16908,23.0,32.0,18.0
16909,24.0,34.0,19.0
16910,23.0,28.0,18.0
16911,25.0,31.0,20.0
16912,26.0,35.0,18.0
16913,24.0,30.0,18.0
16914,25.0,36.0,18.0
16915,25.0,31.0,19.0
16916,20.0,6.0,18.0
16917,24.0,42.0,17.0
16918,28.0,35.0,20.0
16919,27.0,37.0,21.0
16920,30.0,38.0,20.0
16921,29.0,35.0,21.0
16922,27.0,34.0,20.0
16923,29.0,35.0,21.0
16924,28.0,39.0,21.0
16925,28.0,39.0,21.0
16926,28.0,31.0,19.0
16927,10.0,13.0,19.0
16928,27.0,35.0,19.0
16929,27.0,28.0,21.0
16930,28.0,36.0,21.0
16931,27.0,32.0,23.0
16932,27.0,33.0,21.0
16933,28.0,27.0,24.0
16934,27.0,39.0,23.0
16935,26.0,37.0,23.0
16936,26.0,30.0,22.0
16937,28.0,36.0,22.0
16938,28.0,32.0,23.0
16939,30.0,33.0,23.0
16940,29.0,33.0,22.0
16941,27.0,6.0,22.0
16942,27.0,33.0,23.0
16943,28.0,31.0,19.0
16944,22.0,28.0,20.0
16945,25.0,30.0,20.0
16946,27.0,34.0,20.0
16947,26.0,34.0,20.0
16948,26.0,38.0,19.0
16949,27.0,35.0,19.0
16950,28.0,38.0,18.0
16951,25.0,34.0,18.0
16952,25.0,34.0,20.0
16953,24.0,35.0,19.0
16954,25.0,30.0,20.0
16955,24.0,28.0,20.0
16956,26.0,36.0,20.0
16957,27.0,37.0,20.0
16958,27.0,31.0,21.0
16959,25.0,25.0,20.0
16960,25.0,30.0,19.0
16961,28.0,37.0,20.0
16962,19.0,18.0,21.0
16963,29.0,36.0,20.0
16964,26.0,33.0,20.0
16965,25.0,31.0,20.0
16966,26.0,25.0,19.0
16967,25.0,38.0,19.0
16968,25.0,31.0,19.0
16969,25.0,38.0,21.0
16970,24.0,36.0,21.0
16971,26.0,34.0,20.0
16972,27.0,40.0,19.0
16973,27.0,31.0,20.0
16974,27.0,32.0,20.0
16975,27.0,30.0,20.0
16976,26.0,35.0,20.0
16977,26.0,38.0,21.0
16978,25.0,30.0,20.0
16979,28.0,35.0,21.0
16980,29.0,6.0,22.0
16981,28.0,34.0,21.0
16982,29.0,33.0,22.0
16983,29.0,31.0,20.0
16984,28.0,31.0,21.0
16985,26.0,31.0,24.0
16986,27.0,41.0,23.0
16987,28.0,30.0,23.0
16988,28.0,37.0,23.0
16989,28.0,33.0,23.0
16990,27.0,21.0,25.0
16991,30.0,35.0,23.0
16992,25.0,30.0,21.0
16993,25.0,39.0,17.0
16994,8.0,35.0,19.0
16995,25.0,31.0,19.0
16996,26.0,40.0,19.0
16997,26.0,38.0,20.0
16998,26.0,34.0,22.0
16999,25.0,40.0,20.0
17000,25.0,38.0,20.0
17001,24.0,6.0,18.0
17002,25.0,38.0,20.0
17003,26.0,34.0,19.0
17004,25.0,30.0,19.0
17005,26.0,36.0,18.0
17006,18.0,6.0,11.0
17007,26.0,32.0,20.0
17008,24.0,31.0,18.0
17009,24.0,40.0,21.0
17010,25.0,36.0,21.0
17011,24.0,26.0,19.0
17012,27.0,34.0,20.0
17013,25.0,39.0,19.0
17014,26.0,36.0,21.0
17015,25.0,36.0,19.0
17016,28.0,35.0,17.0
17017,25.0,33.0,19.0
17018,27.0,29.0,20.0
17019,27.0,36.0,20.0
17020,25.0,34.0,21.0
17021,26.0,38.0,20.0
17022,25.0,37.0,18.0
17023,25.0,30.0,20.0
17024,26.0,38.0,19.0
17025,26.0,39.0,19.0
17026,26.0,33.0,19.0
17027,25.0,36.0,18.0
17028,27.0,35.0,18.0
17029,26.0,6.0,6.0
17030,26.0,36.0,19.0
17031,26.0,29.0,19.0
17032,24.0,30.0,19.0
17033,24.0,34.0,19.0
17034,24.0,30.0,18.0
17035,24.0,35.0,20.0
17036,26.0,36.0,19.0
17037,26.0,36.0,18.0
17038,28.0,35.0,20.0
17039,26.0,34.0,19.0
17040,26.0,39.0,20.0
17041,26.0,35.0,19.0
17042,23.0,29.0,17.0
17043,27.0,37.0,19.0
17044,28.0,6.0,19.0
17045,27.0,31.0,19.0
17046,25.0,27.0,18.0
17047,25.0,30.0,18.0
17048,27.0,35.0,20.0
17049,26.0,38.0,18.0
17050,27.0,36.0,20.0
17051,24.0,33.0,19.0
17052,22.0,38.0,20.0
17053,30.0,30.0,19.0
17054,23.0,21.0,19.0
17055,26.0,6.0,20.0
17056,25.0,34.0,18.0
17057,26.0,35.0,18.0
17058,24.0,37.0,23.0
17059,31.0,34.0,25.0
17060,15.0,35.0,24.0
17061,30.0,36.0,21.0
17062,26.0,26.0,8.0
17063,27.0,29.0,21.0
17064,27.0,30.0,24.0
17065,26.0,30.0,24.0
17066,30.0,28.0,25.0
17067,26.0,31.0,24.0
17068,29.0,35.0,23.0
17069,29.0,37.0,24.0
17070,25.0,31.0,23.0
17071,28.0,38.0,23.0
17072,26.0,35.0,21.0
17073,28.0,36.0,23.0
17074,28.0,36.0,23.0
17075,26.0,31.0,23.0
17076,29.0,33.0,24.0
17077,28.0,30.0,23.0
17078,30.0,34.0,22.0
17079,26.0,29.0,24.0
17080,25.0,32.0,23.0
17081,27.0,35.0,23.0
17082,27.0,31.0,24.0
17083,28.0,35.0,24.0
17084,25.0,35.0,24.0
17085,28.0,35.0,24.0
17086,30.0,32.0,25.0
17087,30.0,38.0,25.0
17088,25.0,34.0,23.0
17089,26.0,32.0,23.0
17090,30.0,30.0,24.0
17091,26.0,34.0,24.0
17092,28.0,37.0,24.0
17093,27.0,33.0,23.0
17094,28.0,38.0,22.0
17095,26.0,30.0,23.0
17096,27.0,33.0,23.0
17097,30.0,32.0,24.0
17098,25.0,35.0,21.0
17099,28.0,35.0,19.0
17100,26.0,32.0,20.0
17101,25.0,30.0,19.0
17102,26.0,33.0,20.0
17103,28.0,34.0,20.0
17104,24.0,32.0,19.0
17105,25.0,33.0,18.0
17106,27.0,6.0,18.0
17107,27.0,34.0,19.0
17108,29.0,36.0,22.0
17109,27.0,34.0,20.0
17110,27.0,35.0,19.0
17111,27.0,32.0,20.0
17112,28.0,32.0,19.0
17113,26.0,31.0,19.0
17114,28.0,34.0,21.0
17115,36.0,43.0,22.0
17116,29.0,34.0,20.0
17117,29.0,38.0,20.0
17118,30.0,35.0,20.0
17119,28.0,28.0,18.0
17120,26.0,26.0,12.0
17121,15.0,7.0,19.0
17122,17.0,6.0,8.0
17123,27.0,33.0,20.0
17124,28.0,33.0,19.0
17125,25.0,35.0,20.0
17126,28.0,35.0,19.0
17127,26.0,16.0,20.0
17128,27.0,37.0,20.0
17129,26.0,34.0,20.0
17130,26.0,25.0,6.0
17131,27.0,36.0,20.0
17132,28.0,35.0,20.0
17133,30.0,32.0,20.0
17134,28.0,35.0,22.0
17135,29.0,33.0,24.0
17136,28.0,32.0,22.0
17137,30.0,33.0,23.0
17138,27.0,31.0,23.0
17139,28.0,28.0,24.0
17140,31.0,31.0,23.0
17141,28.0,31.0,23.0
17142,31.0,31.0,23.0
17143,34.0,36.0,26.0
17144,31.0,35.0,23.0
17145,27.0,32.0,22.0
17146,28.0,30.0,23.0
17147,23.0,6.0,6.0
17148,30.0,33.0,23.0
17149,29.0,33.0,23.0
17150,29.0,34.0,24.0
17151,27.0,25.0,23.0
17152,26.0,33.0,23.0
17153,27.0,32.0,23.0
17154,26.0,30.0,21.0
17155,34.0,38.0,22.0
17156,26.0,27.0,23.0
17157,29.0,35.0,23.0
17158,35.0,36.0,24.0
17159,32.0,35.0,23.0
17160,25.0,32.0,24.0
17161,29.0,31.0,22.0
17162,27.0,33.0,23.0
17163,28.0,32.0,23.0
17164,28.0,30.0,22.0
17165,27.0,30.0,23.0
17166,27.0,32.0,23.0
17167,28.0,32.0,22.0
17168,27.0,30.0,23.0
17169,26.0,32.0,22.0
17170,26.0,6.0,22.0
17171,26.0,28.0,22.0
17172,27.0,31.0,22.0
17173,30.0,37.0,21.0
17174,28.0,32.0,23.0
17175,30.0,31.0,22.0
17176,30.0,31.0,21.0
17177,29.0,32.0,22.0
17178,32.0,34.0,24.0
17179,28.0,24.0,25.0
17180,27.0,33.0,26.0
17181,30.0,35.0,23.0
17182,27.0,35.0,24.0
17183,29.0,35.0,25.0
17184,28.0,34.0,24.0
17185,27.0,31.0,23.0
17186,29.0,35.0,24.0
17187,27.0,25.0,7.0
17188,29.0,31.0,24.0
17189,28.0,35.0,24.0
17190,28.0,35.0,24.0
17191,28.0,35.0,24.0
17192,27.0,34.0,23.0
17193,27.0,35.0,24.0
17194,29.0,6.0,25.0
17195,29.0,35.0,22.0
17196,29.0,35.0,22.0
17197,24.0,29.0,24.0
17198,24.0,29.0,24.0
17199,26.0,32.0,23.0
17200,27.0,11.0,25.0
17201,29.0,38.0,24.0
17202,29.0,35.0,23.0
17203,28.0,6.0,24.0
17204,28.0,6.0,24.0
17205,28.0,37.0,24.0
17206,26.0,37.0,23.0
17207,29.0,6.0,7.0
17208,28.0,36.0,22.0
17209,28.0,36.0,22.0
17210,7.0,6.0,22.0
17211,7.0,6.0,22.0
17212,29.0,33.0,25.0
17213,30.0,33.0,24.0
17214,26.0,34.0,21.0
17215,29.0,37.0,24.0
17216,30.0,6.0,24.0
17217,28.0,37.0,24.0
17218,28.0,35.0,23.0
17219,33.0,36.0,25.0
17220,29.0,38.0,23.0
17221,29.0,34.0,25.0
17222,30.0,37.0,24.0
17223,30.0,37.0,24.0
17224,30.0,34.0,24.0
17225,30.0,37.0,24.0
17226,28.0,37.0,24.0
17227,29.0,37.0,25.0
17228,28.0,34.0,23.0
17229,28.0,37.0,23.0
17230,28.0,37.0,24.0
17231,30.0,29.0,19.0
17232,30.0,35.0,24.0
17233,28.0,35.0,23.0
17234,29.0,35.0,23.0
17235,28.0,34.0,23.0
17236,27.0,26.0,6.0
17237,28.0,38.0,23.0
17238,28.0,34.0,24.0
17239,28.0,36.0,22.0
17240,28.0,34.0,24.0
17241,26.0,32.0,19.0
17242,25.0,31.0,15.0
17243,23.0,31.0,20.0
17244,25.0,30.0,18.0
17245,23.0,28.0,20.0
17246,26.0,31.0,20.0
17247,26.0,30.0,18.0
17248,24.0,30.0,18.0
17249,25.0,26.0,18.0
17250,25.0,29.0,18.0
17251,24.0,30.0,18.0
17252,26.0,29.0,18.0
17253,24.0,27.0,17.0
17254,25.0,29.0,18.0
17255,25.0,29.0,17.0
17256,25.0,30.0,19.0
17257,29.0,32.0,20.0
17258,28.0,31.0,19.0
17259,25.0,34.0,20.0
17260,24.0,32.0,17.0
17261,25.0,31.0,20.0
17262,23.0,30.0,16.0
17263,24.0,30.0,18.0
17264,23.0,29.0,18.0
17265,25.0,32.0,19.0
17266,26.0,34.0,20.0
17267,25.0,34.0,20.0
17268,24.0,33.0,18.0
17269,21.0,29.0,18.0
17270,25.0,29.0,19.0
17271,22.0,33.0,20.0
17272,26.0,32.0,19.0
17273,22.0,32.0,19.0
17274,22.0,32.0,19.0
17275,27.0,9.0,19.0
17276,27.0,9.0,19.0
17277,22.0,28.0,18.0
17278,26.0,31.0,21.0
17279,24.0,29.0,20.0
17280,24.0,29.0,18.0
17281,24.0,30.0,20.0
17282,24.0,30.0,20.0
17283,24.0,33.0,18.0
17284,24.0,30.0,20.0
17285,24.0,30.0,20.0
17286,26.0,27.0,6.0
17287,29.0,32.0,22.0
17288,29.0,32.0,22.0
17289,25.0,33.0,19.0
17290,24.0,29.0,18.0
17291,25.0,30.0,19.0
17292,12.0,6.0,18.0
17293,25.0,30.0,19.0
17294,22.0,27.0,18.0
17295,25.0,31.0,19.0
17296,25.0,26.0,19.0
17297,23.0,30.0,19.0
17298,23.0,29.0,20.0
17299,26.0,33.0,19.0
17300,25.0,32.0,19.0
17301,25.0,31.0,18.0
17302,25.0,30.0,18.0
17303,25.0,28.0,16.0
17304,25.0,28.0,19.0
17305,26.0,31.0,19.0
17306,23.0,30.0,19.0
17307,24.0,25.0,6.0
17308,29.0,32.0,19.0
17309,22.0,25.0,19.0
17310,21.0,26.0,18.0
17311,24.0,31.0,18.0
17312,28.0,32.0,22.0
17313,8.0,6.0,12.0
17314,27.0,33.0,23.0
17315,25.0,31.0,18.0
17316,26.0,29.0,19.0
17317,26.0,31.0,20.0
17318,24.0,24.0,19.0
17319,25.0,32.0,20.0
17320,25.0,29.0,19.0
17321,27.0,33.0,19.0
17322,25.0,29.0,19.0
17323,25.0,33.0,19.0
17324,25.0,31.0,18.0
17325,25.0,7.0,19.0
17326,24.0,32.0,16.0
17327,27.0,32.0,18.0
17328,26.0,33.0,18.0
17329,27.0,36.0,21.0
17330,27.0,36.0,21.0
17331,30.0,37.0,22.0
17332,26.0,34.0,21.0
17333,39.0,16.0,6.0
17334,27.0,34.0,20.0
17335,26.0,36.0,21.0
17336,28.0,38.0,21.0
17337,31.0,40.0,22.0
17338,23.0,28.0,17.0
17339,27.0,37.0,19.0
17340,25.0,30.0,17.0
17341,24.0,30.0,17.0
17342,27.0,32.0,18.0
17343,26.0,33.0,19.0
17344,28.0,32.0,20.0
17345,19.0,29.0,20.0
17346,24.0,30.0,18.0
17347,25.0,6.0,19.0
17348,27.0,32.0,19.0
17349,25.0,29.0,19.0
17350,19.0,28.0,18.0
17351,19.0,28.0,18.0
17352,25.0,30.0,20.0
17353,24.0,30.0,19.0
17354,25.0,31.0,18.0
17355,25.0,32.0,20.0
17356,25.0,29.0,19.0
17357,27.0,9.0,20.0
17358,30.0,32.0,22.0
17359,25.0,29.0,19.0
17360,24.0,32.0,18.0
17361,26.0,34.0,20.0
17362,25.0,35.0,18.0
17363,25.0,6.0,19.0
17364,25.0,34.0,18.0
17365,25.0,34.0,19.0
17366,25.0,32.0,18.0
17367,23.0,24.0,18.0
17368,30.0,36.0,20.0
17369,26.0,33.0,18.0
17370,25.0,35.0,18.0
17371,24.0,32.0,18.0
17372,24.0,6.0,18.0
17373,26.0,34.0,19.0
17374,24.0,34.0,19.0
17375,25.0,6.0,19.0
17376,24.0,32.0,18.0
17377,26.0,36.0,18.0
17378,25.0,34.0,19.0
17379,23.0,31.0,19.0
17380,26.0,34.0,18.0
17381,23.0,32.0,28.0
17382,26.0,33.0,18.0
17383,25.0,33.0,19.0
17384,26.0,34.0,18.0
17385,26.0,34.0,18.0
17386,24.0,33.0,18.0
17387,24.0,27.0,18.0
17388,24.0,32.0,27.0
17389,25.0,32.0,18.0
17390,24.0,34.0,18.0
17391,19.0,34.0,19.0
17392,29.0,35.0,21.0
17393,29.0,34.0,20.0
17394,30.0,34.0,20.0
17395,28.0,36.0,19.0
17396,31.0,31.0,22.0
17397,27.0,36.0,24.0
17398,30.0,6.0,27.0
17399,30.0,40.0,25.0
17400,29.0,28.0,26.0
17401,30.0,38.0,26.0
17402,28.0,31.0,24.0
17403,25.0,28.0,23.0
17404,27.0,9.0,8.0
17405,31.0,6.0,24.0
17406,27.0,31.0,25.0
17407,28.0,31.0,21.0
17408,26.0,6.0,25.0
17409,27.0,39.0,23.0
17410,27.0,40.0,23.0
17411,27.0,40.0,23.0
17412,27.0,6.0,24.0
17413,27.0,35.0,23.0
17414,27.0,37.0,22.0
17415,27.0,6.0,23.0
17416,27.0,27.0,23.0
17417,27.0,32.0,22.0
17418,27.0,36.0,23.0
17419,27.0,37.0,22.0
17420,27.0,40.0,23.0
17421,27.0,30.0,23.0
17422,27.0,30.0,19.0
17423,27.0,36.0,23.0
17424,27.0,38.0,23.0
17425,27.0,6.0,8.0
17426,27.0,40.0,24.0
17427,27.0,36.0,24.0
17428,27.0,38.0,25.0
17429,27.0,36.0,22.0
17430,27.0,45.0,24.0
17431,27.0,33.0,20.0
17432,27.0,38.0,24.0
17433,6.0,6.0,22.0
17434,6.0,6.0,7.0
17435,27.0,40.0,26.0
17436,27.0,36.0,24.0
17437,27.0,39.0,23.0
17438,27.0,38.0,23.0
17439,27.0,35.0,22.0
17440,6.0,37.0,10.0
17441,27.0,36.0,24.0
17442,27.0,28.0,24.0
17443,27.0,37.0,23.0
17444,27.0,40.0,23.0
17445,27.0,38.0,22.0
17446,27.0,38.0,23.0
17447,27.0,32.0,23.0
17448,27.0,35.0,23.0
17449,27.0,6.0,22.0
17450,27.0,29.0,24.0
17451,27.0,35.0,24.0
17452,27.0,37.0,28.0
17453,27.0,34.0,23.0
17454,27.0,39.0,24.0
17455,27.0,13.0,24.0
17456,27.0,39.0,22.0
17457,27.0,35.0,22.0
17458,27.0,37.0,23.0
17459,27.0,22.0,22.0
17460,27.0,34.0,23.0
17461,27.0,35.0,22.0
17462,27.0,31.0,23.0
17463,27.0,38.0,23.0
17464,27.0,29.0,20.0
17465,27.0,29.0,20.0
17466,27.0,6.0,24.0
17467,27.0,36.0,23.0
17468,27.0,36.0,22.0
17469,27.0,33.0,23.0
17470,27.0,37.0,22.0
17471,27.0,32.0,23.0
17472,27.0,31.0,22.0
17473,27.0,37.0,23.0
17474,27.0,6.0,28.0
17475,6.0,6.0,22.0
17476,6.0,6.0,23.0
17477,6.0,6.0,22.0
17478,27.0,32.0,23.0
17479,27.0,38.0,23.0
17480,27.0,23.0,23.0
17481,27.0,38.0,23.0
17482,27.0,35.0,23.0
17483,27.0,39.0,23.0
17484,27.0,37.0,23.0
17485,27.0,33.0,23.0
17486,27.0,33.0,23.0
17487,27.0,38.0,23.0
17488,27.0,33.0,23.0
17489,27.0,33.0,23.0
17490,27.0,35.0,22.0
17491,27.0,38.0,23.0
17492,27.0,40.0,24.0
17493,27.0,35.0,23.0
17494,27.0,37.0,23.0
17495,27.0,31.0,23.0
17496,27.0,31.0,20.0
17497,27.0,38.0,23.0
17498,27.0,11.0,24.0
17499,27.0,38.0,25.0
17500,27.0,40.0,24.0
17501,27.0,39.0,25.0
17502,27.0,37.0,25.0
17503,27.0,27.0,23.0
17504,27.0,28.0,24.0
17505,27.0,32.0,23.0
17506,27.0,38.0,23.0
17507,27.0,37.0,24.0
17508,27.0,38.0,24.0
17509,27.0,42.0,26.0
17510,27.0,40.0,20.0
17511,27.0,32.0,22.0
17512,27.0,40.0,22.0
17513,27.0,36.0,22.0
17514,27.0,26.0,24.0
17515,27.0,6.0,8.0
17516,27.0,38.0,22.0
17517,27.0,30.0,22.0
17518,27.0,28.0,22.0
17519,27.0,34.0,24.0
17520,27.0,34.0,24.0
17521,27.0,38.0,22.0
17522,27.0,32.0,24.0
17523,27.0,38.0,22.0
17524,27.0,36.0,20.0
17525,27.0,38.0,22.0
17526,27.0,36.0,22.0
17527,27.0,36.0,22.0
17528,27.0,38.0,22.0
17529,27.0,40.0,24.0
17530,27.0,34.0,26.0
17531,27.0,38.0,24.0
17532,27.0,42.0,26.0
17533,27.0,42.0,26.0
17534,27.0,38.0,22.0
17535,27.0,38.0,22.0
17536,27.0,38.0,22.0
17537,27.0,36.0,20.0
17538,27.0,32.0,22.0
17539,27.0,38.0,20.0
17540,27.0,38.0,18.0
17541,27.0,40.0,24.0
17542,27.0,40.0,20.0
17543,27.0,32.0,18.0
17544,27.0,32.0,22.0
17545,27.0,34.0,22.0
17546,27.0,36.0,22.0
17547,27.0,36.0,22.0
17548,27.0,33.0,23.0
17549,27.0,37.0,23.0
17550,27.0,37.0,23.0
17551,27.0,38.0,24.0
17552,27.0,36.0,24.0
17553,27.0,38.0,23.0
17554,27.0,35.0,23.0
17555,27.0,28.0,24.0
17556,27.0,33.0,22.0
17557,27.0,37.0,22.0
17558,27.0,38.0,21.0
17559,27.0,35.0,22.0
17560,27.0,33.0,23.0
17561,27.0,32.0,24.0
17562,27.0,6.0,22.0
17563,27.0,37.0,23.0
17564,27.0,38.0,24.0
17565,27.0,38.0,23.0
17566,27.0,36.0,24.0
17567,27.0,25.0,20.0
17568,27.0,29.0,22.0
17569,27.0,29.0,25.0
17570,27.0,27.0,23.0
17571,27.0,30.0,19.0
17572,27.0,34.0,22.0
17573,27.0,35.0,21.0
17574,27.0,34.0,22.0
17575,27.0,27.0,21.0
17576,27.0,6.0,22.0
17577,27.0,38.0,27.0
17578,27.0,31.0,21.0
17579,27.0,27.0,22.0
17580,27.0,36.0,23.0
17581,27.0,31.0,20.0
17582,27.0,34.0,25.0
17583,27.0,6.0,6.0
17584,27.0,34.0,23.0
17585,27.0,38.0,24.0
17586,27.0,35.0,22.0
17587,27.0,35.0,22.0
17588,27.0,32.0,26.0
17589,27.0,29.0,22.0
17590,27.0,6.0,19.0
17591,27.0,27.0,21.0
17592,27.0,35.0,23.0
17593,27.0,36.0,21.0
17594,27.0,32.0,21.0
17595,27.0,36.0,24.0
17596,27.0,24.0,23.0
17597,27.0,34.0,23.0
17598,27.0,38.0,24.0
17599,27.0,35.0,24.0
17600,27.0,34.0,24.0
17601,27.0,36.0,23.0
17602,27.0,35.0,22.0
17603,27.0,35.0,33.0
17604,27.0,39.0,22.0
17605,27.0,33.0,10.0
17606,27.0,40.0,22.0
17607,27.0,37.0,19.0
17608,27.0,9.0,23.0
17609,27.0,33.0,24.0
17610,27.0,35.0,24.0
17611,27.0,40.0,21.0
17612,27.0,33.0,22.0
17613,27.0,35.0,23.0
17614,27.0,35.0,23.0
17615,27.0,37.0,25.0
17616,27.0,36.0,23.0
17617,27.0,6.0,22.0
17618,27.0,35.0,22.0
17619,27.0,34.0,23.0
17620,27.0,34.0,23.0
17621,27.0,37.0,22.0
17622,27.0,34.0,23.0
17623,27.0,36.0,23.0
17624,27.0,40.0,23.0
17625,27.0,40.0,24.0
17626,27.0,40.0,25.0
17627,27.0,36.0,24.0
17628,27.0,32.0,23.0
17629,27.0,34.0,25.0
17630,27.0,37.0,21.0
17631,27.0,35.0,22.0
17632,27.0,33.0,23.0
17633,27.0,39.0,24.0
17634,27.0,35.0,25.0
17635,27.0,40.0,22.0
17636,27.0,36.0,19.0
17637,27.0,38.0,17.0
17638,27.0,34.0,21.0
17639,27.0,33.0,21.0
17640,27.0,36.0,23.0
17641,27.0,36.0,22.0
17642,27.0,40.0,22.0
17643,27.0,35.0,22.0
17644,27.0,33.0,17.0
17645,27.0,38.0,23.0
17646,27.0,39.0,23.0
17647,27.0,36.0,23.0
17648,27.0,37.0,22.0
17649,27.0,38.0,20.0
17650,27.0,39.0,23.0
17651,27.0,39.0,24.0
17652,27.0,35.0,23.0
17653,27.0,35.0,24.0
17654,27.0,35.0,22.0
17655,27.0,34.0,23.0
17656,27.0,34.0,23.0
17657,27.0,30.0,22.0
17658,27.0,27.0,22.0
17659,27.0,37.0,23.0
17660,27.0,32.0,22.0
17661,27.0,35.0,23.0
17662,27.0,37.0,21.0
17663,27.0,36.0,20.0
17664,27.0,37.0,21.0
17665,27.0,35.0,21.0
17666,27.0,36.0,23.0
17667,8.0,8.0,10.0
17668,6.0,26.0,26.0
17669,6.0,28.0,25.0
17670,6.0,8.0,11.0
17671,27.0,33.0,23.0
17672,27.0,38.0,26.0
17673,27.0,35.0,25.0
17674,27.0,29.0,24.0
17675,27.0,38.0,25.0
17676,27.0,33.0,25.0
17677,27.0,8.0,24.0
17678,27.0,30.0,24.0
17679,27.0,40.0,26.0
17680,27.0,34.0,21.0
17681,27.0,26.0,18.0
17682,27.0,38.0,20.0
17683,27.0,39.0,24.0
17684,29.0,34.0,22.0
17685,27.0,32.0,21.0
17686,27.0,32.0,22.0
17687,27.0,37.0,22.0
17688,27.0,30.0,22.0
17689,27.0,36.0,20.0
17690,27.0,34.0,22.0
17691,27.0,36.0,21.0
17692,27.0,32.0,16.0
17693,27.0,8.0,22.0
17694,27.0,32.0,18.0
17695,27.0,32.0,22.0
17696,27.0,30.0,8.0
17697,27.0,35.0,20.0
17698,27.0,39.0,23.0
17699,27.0,40.0,22.0
17700,27.0,40.0,24.0
17701,27.0,30.0,22.0
17702,27.0,36.0,22.0
17703,26.0,28.0,24.0
17704,27.0,26.0,23.0
17705,28.0,29.0,23.0
17706,29.0,32.0,24.0
17707,28.0,29.0,24.0
17708,28.0,30.0,25.0
17709,21.0,33.0,10.0
17710,29.0,35.0,24.0
17711,26.0,24.0,23.0
17712,27.0,26.0,23.0
17713,31.0,38.0,22.0
17714,31.0,36.0,24.0
17715,29.0,38.0,25.0
17716,27.0,34.0,23.0
17717,28.0,35.0,24.0
17718,30.0,38.0,25.0
17719,30.0,34.0,24.0
17720,30.0,39.0,24.0
17721,28.0,6.0,6.0
17722,19.0,22.0,8.0
17723,32.0,37.0,24.0
17724,30.0,40.0,25.0
17725,31.0,29.0,25.0
17726,29.0,32.0,23.0
17727,29.0,35.0,24.0
17728,29.0,40.0,22.0
17729,30.0,36.0,25.0
17730,32.0,34.0,26.0
17731,29.0,36.0,22.0
17732,28.0,32.0,24.0
17733,28.0,35.0,22.0
17734,30.0,33.0,24.0
17735,25.0,28.0,22.0
17736,28.0,33.0,23.0
17737,28.0,39.0,24.0
17738,30.0,12.0,25.0
17739,28.0,35.0,24.0
17740,28.0,36.0,23.0
17741,28.0,36.0,24.0
